WC	E06000001	E06000002	E06000003	E06000004	E06000005	E06000006	E06000007	E06000008	E06000009	E06000010	E06000011	E06000012	E06000013	E06000014	E06000015	E06000016	E06000017	E06000018	E06000019	E06000020	E06000021	E06000022	E06000023	E06000024	E06000025	E06000026	E06000027	E06000030	E06000031	E06000032	E06000033	E06000034	E06000035	E06000036	E06000037	E06000038	E06000039	E06000040	E06000041	E06000042	E06000043	E06000044	E06000045	E06000046	E06000047	E06000049	E06000050	E06000051	E06000052	E06000053	E06000054	E06000055	E06000056	E06000057	E06000058	E06000059	E07000008	E07000009	E07000010	E07000011	E07000012	E07000026	E07000027	E07000028	E07000029	E07000030	E07000031	E07000032	E07000033	E07000034	E07000035	E07000036	E07000037	E07000038	E07000039	E07000040	E07000041	E07000042	E07000043	E07000044	E07000045	E07000046	E07000047	E07000061	E07000062	E07000063	E07000064	E07000065	E07000066	E07000067	E07000068	E07000069	E07000070	E07000071	E07000072	E07000073	E07000074	E07000075	E07000076	E07000077	E07000078	E07000079	E07000080	E07000081	E07000082	E07000083	E07000084	E07000085	E07000086	E07000087	E07000088	E07000089	E07000090	E07000091	E07000092	E07000093	E07000094	E07000095	E07000096	E07000098	E07000099	E07000102	E07000103	E07000105	E07000106	E07000107	E07000108	E07000109	E07000110	E07000111	E07000112	E07000113	E07000114	E07000115	E07000116	E07000117	E07000118	E07000119	E07000120	E07000121	E07000122	E07000123	E07000124	E07000125	E07000126	E07000127	E07000128	E07000129	E07000130	E07000131	E07000132	E07000133	E07000134	E07000135	E07000136	E07000137	E07000138	E07000139	E07000140	E07000141	E07000142	E07000143	E07000144	E07000145	E07000146	E07000147	E07000148	E07000149	E07000150	E07000151	E07000152	E07000153	E07000154	E07000155	E07000156	E07000163	E07000164	E07000165	E07000166	E07000167	E07000168	E07000169	E07000170	E07000171	E07000172	E07000173	E07000174	E07000175	E07000176	E07000177	E07000178	E07000179	E07000180	E07000181	E07000187	E07000188	E07000189	E07000192	E07000193	E07000194	E07000195	E07000196	E07000197	E07000198	E07000199	E07000200	E07000202	E07000203	E07000207	E07000208	E07000209	E07000210	E07000211	E07000212	E07000213	E07000214	E07000215	E07000216	E07000217	E07000218	E07000219	E07000220	E07000221	E07000222	E07000223	E07000224	E07000225	E07000226	E07000227	E07000228	E07000229	E07000234	E07000235	E07000236	E07000237	E07000238	E07000239	E07000240	E07000241	E07000242	E07000243	E07000244	E07000245	E07000246	E08000001	E08000002	E08000003	E08000004	E08000005	E08000006	E08000007	E08000008	E08000009	E08000010	E08000011	E08000012	E08000013	E08000014	E08000015	E08000016	E08000017	E08000018	E08000019	E08000021	E08000022	E08000023	E08000024	E08000025	E08000026	E08000027	E08000028	E08000029	E08000030	E08000031	E08000032	E08000033	E08000034	E08000035	E08000036	E08000037	E09000001	E09000002	E09000003	E09000004	E09000005	E09000006	E09000007	E09000008	E09000009	E09000010	E09000011	E09000012	E09000013	E09000014	E09000015	E09000016	E09000017	E09000018	E09000019	E09000020	E09000021	E09000022	E09000023	E09000024	E09000025	E09000026	E09000027	E09000028	E09000029	E09000030	E09000031	E09000032	E09000033	W06000001	W06000002	W06000003	W06000004	W06000005	W06000006	W06000008	W06000009	W06000010	W06000011	W06000012	W06000013	W06000014	W06000015	W06000016	W06000018	W06000019	W06000020	W06000021	W06000022	W06000023	W06000024
2020-03-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	1	3	0	0	0	0	0	0	0	0	0	1	1	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-03-16	1	0	0	2	0	1	1	0	0	0	1	0	0	2	2	0	0	0	2	2	0	0	0	2	0	0	2	0	0	1	0	1	0	1	1	0	6	5	2	6	1	4	4	0	2	4	3	0	4	0	6	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	2	1	2	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	2	0	0	1	0	1	0	2	0	0	0	0	1	0	1	0	1	0	0	4	2	0	2	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	1	1	0	0	0	2	2	0	0	0	0	0	0	2	1	0	0	1	0	1	3	0	1	0	0	0	1	0	0	0	2	0	1	0	0	0	0	1	2	0	1	3	1	1	1	1	1	0	2	5	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	1	0	1	0	0	1	1	0	1	2	1	2	1	0	7	5	6	0	0	1	0	0	3	0	0	1	2	0	0	0	0	17	0	3	8	1	3	14	1	0	2	0	2	0	0	5	6	8	18	5	6	10	7	7	5	4	1	7	14	4	3	4	2	4	1	7	2	3	11	1	2	8	3	1	4	19	8	0	1	0	0	0	2	0	0	0	0	1	1	0	2	0	1	0	1	2	4	1	0
2020-03-23	3	4	0	1	1	3	0	0	0	1	1	4	0	2	11	6	0	9	0	2	4	8	12	1	5	1	2	1	1	6	8	4	12	3	7	2	11	8	1	13	5	12	7	3	11	11	4	5	9	0	5	7	11	3	0	8	1	0	2	2	1	2	4	9	0	4	11	4	2	1	2	3	0	3	5	0	5	0	0	2	1	0	0	3	1	3	2	2	4	4	3	1	8	1	6	5	3	4	9	1	0	0	2	0	4	2	7	4	1	12	7	2	7	4	3	2	3	7	9	13	1	1	3	1	2	7	2	0	2	3	0	3	1	7	1	0	2	1	1	4	2	2	0	0	1	1	0	5	2	2	2	1	2	2	2	2	0	0	2	1	0	3	0	0	2	1	0	1	0	3	0	3	4	1	1	4	0	2	3	1	1	2	3	0	6	4	3	2	3	3	2	4	1	4	0	3	0	4	1	0	3	4	0	3	4	2	3	1	6	5	1	10	12	2	2	2	0	2	1	7	11	2	3	1	0	1	1	4	6	8	1	5	1	3	2	5	6	1	5	1	0	4	1	2	6	12	11	9	13	24	11	13	6	2	3	20	1	7	10	1	1	1	12	10	2	5	9	84	16	20	22	5	25	37	2	0	5	15	6	1	2	14	40	12	59	23	12	45	37	26	31	21	13	24	41	19	27	35	13	12	11	32	31	22	27	37	12	27	12	26	26	36	20	0	1	0	1	2	0	1	0	0	8	2	3	2	5	4	13	6	12	5	14	3	0
2020-03-30	7	43	17	14	7	10	11	12	9	9	12	12	4	11	43	33	1	18	13	10	10	17	22	8	21	10	9	7	8	46	32	17	42	11	13	15	22	23	10	25	22	25	19	5	67	34	32	29	42	0	36	24	35	30	18	20	6	1	5	9	9	16	23	18	12	9	30	15	6	8	10	18	5	10	12	6	5	1	0	4	11	0	4	7	2	11	4	10	36	8	22	15	22	9	40	17	6	19	20	10	11	11	8	11	7	2	19	10	11	28	11	11	15	4	6	8	10	24	19	34	13	13	10	8	5	8	7	16	12	19	5	13	12	7	8	6	4	5	4	12	11	16	3	0	9	16	6	11	9	5	10	3	9	10	5	4	2	5	10	7	1	4	10	4	18	10	1	8	3	11	16	12	15	8	3	3	11	13	6	2	7	2	16	3	8	12	18	9	7	7	8	9	13	10	5	6	1	15	23	16	13	24	11	12	10	7	11	6	16	16	7	21	28	13	13	3	17	13	10	5	18	10	10	12	3	8	6	14	10	14	6	18	6	9	6	15	22	15	26	14	6	26	8	4	18	31	36	37	50	56	47	36	25	30	14	94	12	41	51	24	8	18	51	22	15	14	46	243	57	86	67	38	77	87	33	18	41	66	40	26	0	53	150	50	137	87	51	119	64	72	66	73	37	81	128	75	88	59	39	37	18	96	86	40	88	84	33	60	38	45	81	58	69	0	4	3	6	11	0	1	1	4	19	8	2	17	33	30	43	9	16	16	38	8	4
2020-04-06	12	47	24	14	11	26	29	18	20	15	30	6	11	18	72	68	2	45	15	14	26	17	30	13	36	20	10	31	17	73	57	39	51	21	24	30	24	22	20	47	30	23	29	10	116	71	68	19	42	0	53	21	50	58	40	35	10	10	15	13	9	22	17	18	12	11	41	25	5	14	11	20	19	14	25	5	9	5	5	2	8	2	0	10	3	15	6	22	53	33	17	21	39	23	58	34	13	19	27	17	16	8	13	20	21	22	31	11	5	17	12	16	20	22	11	11	15	23	33	56	21	21	34	13	24	25	25	31	17	20	16	30	22	10	5	24	27	16	6	22	18	19	6	5	14	28	13	9	20	5	17	10	23	14	9	11	4	20	7	8	5	7	9	20	23	13	1	5	10	16	13	9	36	15	12	13	18	22	3	8	10	4	34	11	24	21	28	24	12	19	13	14	22	17	4	9	7	26	36	36	23	28	23	12	22	8	23	14	21	33	16	24	48	17	20	9	18	16	5	10	32	6	25	28	1	12	13	18	16	24	8	27	13	15	10	14	19	34	23	23	2	40	6	7	68	34	98	47	43	75	69	51	27	49	23	197	38	86	98	48	43	40	72	44	20	30	95	383	80	92	116	68	103	75	76	33	65	96	75	61	4	63	155	81	167	71	54	149	97	123	92	81	44	117	110	96	94	69	51	39	21	89	128	66	103	106	37	82	56	70	81	50	53	3	11	9	9	32	5	2	14	15	28	25	22	23	55	51	45	14	29	15	52	10	8
2020-04-13	21	52	27	16	23	42	33	26	32	16	42	12	13	26	65	50	2	50	20	25	20	7	44	17	28	16	4	35	16	74	54	56	52	18	21	35	42	23	22	44	30	20	40	12	92	99	82	24	45	0	44	42	62	48	29	22	15	16	20	18	20	15	23	21	19	6	23	20	10	16	12	15	26	23	19	2	9	3	9	3	3	8	3	10	4	21	9	22	67	28	33	24	43	34	56	28	14	24	39	15	26	16	19	21	26	18	29	16	17	19	16	16	27	27	12	12	18	19	26	47	11	25	38	14	27	31	15	28	6	22	19	23	29	6	6	13	30	14	16	22	17	20	6	10	25	27	25	11	24	9	13	3	12	10	10	11	7	12	14	7	2	17	15	22	39	12	5	9	18	12	13	13	65	14	14	8	14	18	7	5	12	9	16	11	22	23	14	16	9	23	9	14	18	12	3	10	10	17	36	36	25	26	20	7	28	12	32	12	25	25	16	25	27	17	16	12	10	10	11	20	24	8	31	19	3	15	11	18	16	30	9	35	8	9	12	13	21	48	13	21	17	49	14	4	80	66	128	76	59	72	64	58	49	110	59	144	52	76	105	35	44	62	96	48	24	20	108	358	77	67	129	84	106	76	100	27	77	150	80	51	0	43	137	64	158	81	48	135	131	106	77	67	36	91	127	93	80	61	28	27	36	83	83	59	87	109	44	58	56	52	79	57	44	1	8	11	13	44	9	1	8	9	61	27	16	35	59	79	44	15	17	12	26	12	13
2020-04-20	25	33	25	13	6	29	31	23	28	32	54	12	36	28	34	56	0	47	6	10	18	0	38	24	23	24	3	21	17	49	35	49	35	20	18	20	23	23	22	38	21	21	36	15	91	67	71	24	28	0	27	28	52	31	32	19	15	10	17	12	9	14	17	12	5	10	15	15	4	11	8	7	22	13	22	6	0	7	4	6	6	2	1	11	2	17	8	19	45	31	23	16	40	31	50	22	9	10	27	16	8	10	9	20	25	14	19	5	17	13	3	6	20	17	18	14	12	11	35	35	13	14	28	10	20	26	22	17	32	20	28	24	22	9	7	14	23	12	4	11	16	22	2	10	15	28	20	6	12	20	10	0	12	7	11	16	3	8	9	13	9	12	20	6	36	9	5	5	3	11	9	14	53	13	20	7	17	25	10	8	15	9	17	10	19	17	11	9	17	14	10	18	18	7	6	14	9	12	38	28	16	17	30	12	12	8	22	10	17	18	25	19	28	16	13	13	21	17	25	15	21	2	26	19	7	4	5	21	20	26	10	18	9	19	6	11	11	31	13	32	8	45	12	7	63	36	75	39	36	33	60	63	47	91	30	110	33	78	59	24	32	51	85	27	29	22	62	219	56	62	75	62	58	41	100	16	55	135	74	33	0	32	71	45	91	71	40	92	82	102	42	47	21	45	82	59	62	44	21	22	26	48	58	45	61	80	26	35	31	22	37	34	35	2	11	23	18	19	15	1	9	9	60	26	17	11	71	52	28	16	11	18	24	15	8
2020-04-27	11	23	12	7	4	7	27	18	25	26	48	4	30	16	26	38	5	35	12	12	26	8	20	10	17	11	5	22	21	31	25	28	24	11	10	24	16	9	14	12	9	9	21	10	63	49	49	29	25	0	18	17	44	33	22	7	7	8	7	22	9	7	6	19	3	1	6	10	8	5	9	8	12	13	18	3	2	2	8	1	4	2	3	0	0	5	7	13	42	23	8	17	27	16	19	7	5	17	28	8	5	5	8	15	9	17	20	6	9	7	0	4	13	10	12	13	10	7	23	23	15	18	14	4	8	26	7	14	14	9	15	16	25	7	5	5	17	10	7	8	3	13	11	12	17	9	13	6	8	10	17	0	7	12	4	14	6	4	6	13	7	25	3	7	38	11	2	2	8	17	22	9	31	6	12	9	7	14	7	8	25	6	24	6	16	13	2	2	11	12	10	9	12	13	3	6	8	9	28	11	16	6	9	8	6	12	18	21	9	8	7	3	32	12	18	13	11	30	13	16	15	8	20	6	6	4	7	14	5	10	12	12	3	10	14	7	20	17	8	10	7	29	19	6	37	19	71	23	23	25	41	29	24	72	23	54	17	50	38	28	43	53	77	19	22	11	29	145	23	30	35	22	36	23	81	14	35	117	33	35	0	18	34	25	62	43	17	55	32	33	29	13	7	25	46	27	35	30	22	11	21	41	34	20	24	36	11	20	17	13	28	15	17	6	12	19	17	13	14	0	12	15	19	22	5	11	55	34	14	4	13	2	20	7	7
2020-05-04	11	18	6	15	7	6	8	18	17	25	21	1	18	23	18	29	2	21	10	16	33	5	18	21	16	5	2	15	9	16	19	4	16	7	6	14	10	8	10	3	11	1	13	4	42	49	42	32	13	0	16	20	17	22	14	16	8	7	13	16	1	3	4	10	3	5	6	8	7	4	4	7	7	18	9	2	0	2	0	1	0	2	1	3	0	5	6	2	25	8	13	15	15	11	10	2	4	15	14	5	6	3	4	8	7	4	9	8	11	4	4	0	9	7	7	9	10	6	10	20	5	13	11	10	16	8	11	5	8	1	13	13	11	3	0	8	14	9	5	6	9	24	1	15	7	4	14	5	12	5	7	3	2	2	4	12	2	2	8	11	1	12	6	2	21	6	3	1	9	7	6	6	38	5	11	3	6	13	5	4	12	11	20	6	4	7	5	3	4	4	8	10	7	6	0	8	4	7	17	5	13	3	14	12	4	4	18	6	4	1	3	5	10	2	7	10	4	9	8	2	19	8	12	7	4	4	6	3	9	5	2	12	4	8	0	11	4	9	10	2	9	24	14	1	36	19	36	12	16	23	39	30	22	58	15	32	24	19	34	25	29	31	35	9	26	15	25	95	19	11	29	13	30	23	49	12	18	65	26	19	0	12	11	13	34	34	4	31	23	18	12	14	6	13	33	22	18	13	13	10	14	14	24	12	13	23	7	14	9	5	16	15	7	12	3	12	16	18	5	0	6	7	15	18	13	13	45	26	5	5	3	5	13	4	8
2020-05-11	5	13	5	12	7	7	19	12	15	21	40	3	11	18	21	35	2	8	11	10	19	3	12	19	7	6	7	11	12	15	17	15	15	0	6	12	10	5	4	11	13	1	9	5	29	57	19	18	10	0	21	29	32	19	7	6	5	4	7	18	6	5	4	7	2	12	4	7	7	10	2	3	8	13	5	1	0	2	0	1	0	0	0	5	0	8	6	4	16	6	3	6	8	12	5	4	1	3	18	7	2	1	3	8	6	3	5	3	7	3	1	0	6	9	4	8	14	4	9	8	9	8	8	16	9	6	10	11	15	6	15	10	15	3	1	6	13	5	10	0	12	16	3	11	11	10	18	17	20	5	6	0	1	6	6	2	1	0	13	5	0	9	5	4	16	7	2	1	9	3	4	18	25	3	8	4	0	10	1	2	9	11	16	4	1	8	2	8	1	8	3	8	1	6	1	5	5	3	10	9	9	6	18	7	3	3	12	5	2	0	12	3	7	2	4	4	12	8	9	2	14	3	5	4	2	4	7	7	8	11	4	8	0	2	1	1	10	6	10	11	5	16	14	6	19	16	38	19	15	9	20	25	13	46	5	32	9	17	26	24	42	27	27	10	17	9	11	71	17	14	39	9	14	9	41	6	24	44	20	10	1	7	18	9	18	28	0	35	16	8	5	11	1	13	25	23	10	8	4	6	7	22	12	9	11	8	10	9	6	4	19	9	11	6	6	6	12	14	18	0	8	4	10	8	11	10	33	19	3	3	2	2	6	7	6
2020-05-18	2	6	10	11	4	4	12	5	17	26	11	0	8	12	24	17	3	9	7	10	24	3	5	17	0	3	1	10	10	16	23	9	12	3	2	3	4	2	9	4	5	1	10	5	36	38	31	24	7	0	20	23	29	15	0	3	1	2	15	19	2	2	0	6	2	2	0	7	4	9	2	3	3	4	8	4	0	0	2	0	0	2	0	3	2	4	6	4	13	7	4	4	13	12	6	2	3	7	10	1	4	0	0	3	3	2	5	3	6	3	5	1	5	9	3	3	2	1	4	9	5	4	6	15	9	7	9	4	5	2	6	6	10	9	3	10	9	11	3	0	10	19	0	1	4	3	10	10	6	2	5	4	3	4	1	2	0	0	12	6	0	3	7	3	13	4	3	3	4	4	13	19	26	0	14	3	0	7	0	1	1	3	3	9	2	12	4	7	1	2	2	4	3	2	1	6	0	3	7	7	17	3	3	5	4	2	2	9	1	0	3	7	3	6	4	7	11	4	4	4	20	3	8	4	5	1	4	5	7	6	4	3	0	8	0	0	9	4	9	0	2	15	6	0	16	11	25	9	12	3	13	8	6	31	8	31	5	17	26	10	31	24	38	7	9	14	9	43	7	14	21	8	11	13	28	0	7	29	34	10	1	3	11	10	9	10	4	13	6	7	4	12	2	11	11	5	4	3	5	0	10	13	5	8	3	12	0	9	10	3	12	9	2	8	13	16	13	15	7	2	2	3	8	0	3	2	16	25	5	0	1	1	3	1	7
2020-05-25	4	3	13	16	0	3	6	9	7	15	13	0	14	4	7	12	2	5	2	8	18	0	8	16	4	3	3	8	10	10	13	11	10	3	6	7	2	2	6	5	9	4	6	4	22	26	25	14	6	0	10	18	16	5	4	3	1	2	4	14	1	2	2	2	1	0	0	3	3	6	8	3	10	6	5	1	0	2	0	0	0	0	0	3	0	4	0	4	7	14	1	2	7	3	1	3	3	9	14	2	7	5	2	4	0	0	1	3	3	0	0	0	3	2	0	2	2	1	5	2	4	4	6	8	7	4	14	5	7	3	14	9	7	6	7	0	9	6	5	0	4	13	2	6	14	8	12	8	8	1	1	2	5	3	4	0	0	0	7	7	4	9	6	2	2	6	2	3	4	8	12	15	16	5	6	0	0	8	1	4	0	2	7	6	0	2	1	3	3	0	0	1	3	0	6	9	3	4	1	5	10	2	9	7	6	2	7	5	7	0	2	3	0	7	9	10	4	2	8	4	10	2	2	5	0	6	0	6	8	4	2	6	3	7	1	1	0	3	6	1	3	12	3	4	17	25	25	12	20	6	10	16	12	10	12	11	12	11	16	17	20	17	25	7	12	5	4	21	0	8	22	5	14	10	24	6	12	21	24	3	0	3	1	11	6	12	0	7	9	0	2	2	3	2	10	7	4	8	1	2	3	3	1	2	3	7	3	2	6	4	0	1	3	9	10	12	14	8	10	0	0	4	3	2	0	11	10	22	5	2	1	2	1	2	2
2020-06-01	5	3	10	13	0	5	7	2	13	13	20	0	5	1	11	10	2	5	6	2	8	2	5	16	2	1	2	10	5	7	10	8	4	5	2	3	1	1	1	1	2	2	6	0	20	24	36	13	6	0	8	13	18	12	7	5	0	1	6	20	4	3	2	2	1	0	1	3	2	3	5	4	3	3	3	0	0	0	0	0	0	0	0	0	0	3	2	4	10	3	4	5	9	3	2	2	0	5	8	3	0	4	0	1	1	0	1	1	2	2	0	5	1	2	3	3	4	1	5	0	5	1	2	12	11	5	11	3	8	2	17	8	8	5	4	0	9	5	0	0	2	2	0	3	11	2	10	5	8	4	3	0	1	9	2	0	0	1	1	9	2	4	1	2	6	0	2	2	6	7	9	20	11	3	2	0	0	10	0	2	2	1	5	3	2	3	1	2	2	0	1	0	2	0	3	5	2	2	3	4	5	1	7	3	5	3	3	4	3	4	10	4	2	2	1	4	3	1	2	7	8	0	2	10	0	5	0	1	10	0	2	2	1	1	1	9	2	3	6	1	1	4	4	2	10	23	13	7	16	1	12	19	6	8	0	1	3	5	11	17	21	31	13	3	3	2	7	22	4	5	13	1	12	9	15	2	19	21	23	2	0	0	2	7	9	6	3	7	4	4	8	0	1	3	12	0	5	6	1	1	0	7	6	4	5	3	1	5	5	4	11	2	0	4	7	15	11	14	10	0	0	2	0	4	2	5	15	23	0	2	0	0	1	2	3
2020-06-08	3	0	6	6	0	5	2	4	9	14	11	0	4	2	9	15	0	4	3	2	5	2	4	8	0	3	0	4	5	9	6	2	7	2	2	3	1	1	6	2	2	3	0	0	18	37	14	17	1	0	2	6	18	8	1	4	0	0	3	4	3	1	0	2	0	0	3	1	1	1	3	6	9	2	2	2	1	2	0	0	0	0	0	0	0	2	1	4	5	5	1	5	1	0	6	0	0	3	10	0	0	1	0	0	1	0	2	1	3	0	0	1	2	0	1	3	0	0	2	0	0	2	5	9	6	5	6	4	6	6	16	3	8	4	6	0	10	6	2	2	5	4	0	1	8	4	13	2	8	1	5	0	4	3	0	3	0	3	2	2	0	0	2	0	2	0	0	0	5	8	13	5	14	5	5	0	0	8	0	0	0	2	6	7	5	1	1	5	0	0	1	0	0	0	0	0	1	4	4	1	7	2	2	3	2	5	0	3	3	0	2	2	2	3	0	2	1	3	3	3	4	4	5	0	0	4	0	0	0	2	1	1	0	0	1	5	2	5	0	2	0	0	0	0	4	15	12	6	7	2	10	19	5	12	4	4	0	6	13	9	19	15	5	2	2	1	3	17	1	5	15	3	5	6	18	0	17	16	12	2	0	1	1	3	9	2	0	5	5	1	3	0	2	1	2	0	1	3	0	1	0	4	7	2	0	1	0	1	3	1	3	4	2	1	6	9	7	5	14	0	0	2	0	4	0	6	4	20	0	0	0	0	0	2	0
2020-06-15	2	2	5	4	0	4	3	0	6	13	6	0	0	0	3	12	0	6	1	4	7	0	2	2	0	0	0	2	3	7	5	6	3	5	0	2	0	1	1	2	5	0	0	0	1	8	18	14	0	0	3	5	8	2	2	2	0	0	1	1	2	0	0	0	1	2	1	3	0	1	0	5	5	2	2	0	1	0	0	0	0	0	0	3	0	3	3	2	6	2	0	4	2	2	2	0	1	3	2	0	2	0	4	0	0	0	2	1	0	0	0	1	0	3	3	2	0	0	0	1	0	0	5	16	5	4	12	5	2	1	6	3	1	1	1	4	8	6	0	1	3	2	0	1	4	2	3	1	0	0	2	0	5	6	0	1	0	0	1	2	0	0	0	2	0	0	0	0	1	5	2	5	16	6	0	0	6	14	0	0	2	1	0	4	0	1	2	2	1	0	0	4	1	3	0	0	0	4	1	0	8	2	4	4	4	1	2	4	2	0	1	3	3	1	2	1	2	2	3	5	12	0	1	0	0	0	0	0	3	1	1	1	0	3	0	1	1	2	0	0	0	2	2	0	1	2	5	2	15	6	2	26	6	4	3	9	1	7	11	9	13	15	2	0	2	2	1	7	3	4	9	0	5	5	13	0	2	16	4	2	0	1	2	6	2	3	1	1	3	2	0	0	0	1	5	0	1	2	0	0	2	3	4	2	3	0	1	0	0	1	4	3	0	2	1	10	9	10	6	0	0	2	1	0	0	4	4	6	0	0	0	0	0	0	0
2020-06-22	0	2	0	2	0	0	1	2	6	0	5	0	0	0	8	6	0	5	4	1	8	0	3	5	0	2	0	0	3	2	9	8	2	1	0	0	0	1	1	0	7	0	0	0	6	28	19	4	0	0	0	11	6	0	0	0	0	0	3	2	0	2	0	4	3	2	0	7	0	1	2	4	3	0	0	4	0	0	0	0	0	0	0	1	0	1	0	0	6	0	0	13	1	0	1	2	0	3	3	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	1	2	0	0	1	11	7	4	11	2	2	0	10	3	4	1	2	0	0	4	0	1	0	6	5	0	4	3	3	7	1	0	12	0	0	3	0	1	1	0	0	3	0	0	0	0	0	0	0	0	1	4	2	2	21	2	0	0	2	2	1	0	0	1	0	4	2	1	1	1	1	0	0	0	1	1	0	0	0	0	1	2	2	1	4	7	2	0	0	1	2	0	0	0	2	2	5	0	3	0	1	7	17	0	0	1	0	0	0	1	1	0	0	2	1	3	0	2	1	1	1	0	0	4	0	0	0	4	8	5	8	5	5	16	9	0	3	8	1	4	0	9	15	7	4	0	0	0	0	9	2	2	4	2	3	5	12	0	0	11	3	3	0	0	2	4	2	1	0	1	0	0	0	2	0	4	1	0	2	5	0	0	0	2	0	2	1	0	1	0	2	4	1	0	0	1	0	2	6	6	8	0	0	0	1	0	0	5	3	2	3	2	0	0	0	0	0
2020-06-29	0	0	0	1	0	0	4	0	2	4	3	2	0	0	4	14	0	5	2	0	5	0	3	3	0	0	0	1	1	0	10	3	1	0	0	0	0	0	0	3	1	0	0	0	7	13	12	3	2	0	2	10	5	4	0	0	1	0	0	1	0	1	0	4	0	0	0	0	2	0	1	2	3	0	0	0	0	0	0	0	0	0	0	2	2	3	0	4	11	2	3	6	3	0	2	1	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	3	4	0	0	3	10	4	1	8	4	2	2	7	3	4	0	0	2	0	6	5	0	2	0	3	0	0	1	4	4	3	0	2	0	2	1	0	3	0	0	0	3	0	0	0	0	0	0	0	0	1	2	0	1	10	1	0	0	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	4	0	5	2	0	3	0	4	0	0	0	1	2	2	0	0	2	2	1	11	0	0	1	0	0	0	0	1	0	0	0	1	0	2	2	1	2	3	0	0	0	0	0	3	3	17	2	1	3	3	9	7	2	0	5	0	9	2	7	9	8	0	0	0	1	0	5	0	0	4	0	4	1	8	0	2	3	4	0	0	0	1	1	3	0	0	4	3	2	0	0	0	4	0	0	1	1	0	0	1	0	0	0	1	0	1	0	2	0	0	2	0	3	1	7	2	5	12	0	0	4	0	0	0	2	5	3	3	0	0	0	2	0	0
2020-07-06	0	0	0	0	0	0	0	2	2	2	2	0	0	0	0	9	0	0	0	0	5	0	0	1	2	0	0	0	0	0	6	3	0	0	0	0	1	0	0	1	3	0	0	0	1	2	15	7	2	0	2	10	4	2	0	0	0	0	1	1	0	3	1	0	0	2	0	0	0	0	1	2	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	4	5	2	3	5	1	0	0	1	0	5	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	1	0	0	1	0	0	0	3	6	3	6	5	7	0	0	8	1	6	1	0	0	0	0	1	2	0	0	0	0	2	0	2	1	2	0	0	0	2	0	0	2	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	2	6	2	0	0	0	1	0	0	0	0	1	0	1	0	0	2	0	2	0	0	2	0	0	1	0	2	1	2	3	5	0	0	4	0	1	0	3	0	2	0	0	1	5	0	0	0	2	1	5	0	0	2	0	0	0	0	1	0	0	0	0	2	0	0	2	3	2	0	0	0	0	0	7	4	15	0	5	2	1	10	5	0	0	2	0	0	2	5	6	4	6	0	0	2	0	5	0	1	2	2	0	0	7	2	0	4	4	0	0	0	1	2	0	2	2	2	4	2	0	0	0	0	2	0	1	6	0	0	0	1	0	1	2	0	1	1	0	0	0	0	0	0	0	2	3	1	5	0	2	0	0	0	0	2	8	4	2	0	0	0	0	0	0
